Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51716458,2021 Sep 02 07:35:00 PM,2021 Sep 10 11:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11233,632 MACON STREET,MACON STREET,PATCHEN AVE,RALPH AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 10 11:50:00 AM,03 BROOKLYN,BROOKLYN,"1,005,026","188,446",Unspecified,BROOKLYN,,,,,,,,40.68389312,-73.92509044,POINT (-73.925090441958 40.683893124023)
51725475,2021 Sep 02 07:09:00 PM,2021 Sep 07 07:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10465,714 CLARENCE AVENUE,CLARENCE AVENUE,RANDALL AVE,PHILIP AVE,,,ADDRESS,BRONX,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Sep 07 07:25:00 AM,10 BRONX,BRONX,"1,035,351","241,704",Unspecified,BRONX,,,,,,,,40.82994926,-73.81534663,POINT (-73.815346628109 40.829949260917)
51720797,2021 Sep 02 07:03:00 PM,2021 Sep 10 11:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11233,765 MACON STREET,MACON STREET,RALPH AVE,HOWARD AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 10 11:25:00 AM,03 BROOKLYN,BROOKLYN,"1,006,149","188,622",Unspecified,BROOKLYN,,,,,,,,40.6843735,-73.9210408,POINT (-73.921040804238 40.684373496502)
51729581,2021 Sep 02 06:51:00 PM,2021 Sep 07 08:35:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11355,54-29 153 STREET,153 STREET,PECK AVE,56 AVE,,,ADDRESS,Flushing,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 07 08:35:00 AM,07 QUEENS,QUEENS,"1,035,625","210,878",Unspecified,QUEENS,,,,,,,,40.74533875,-73.8145923,POINT (-73.814592298872 40.745338752025)
51716417,2021 Sep 02 06:38:00 PM,2021 Sep 06 04:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11203,5558 WHITTY LANE,WHITTY LANE,KINGS HWY,E 56 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 06 04:10:00 PM,17 BROOKLYN,BROOKLYN,"1,005,374","172,621",Unspecified,BROOKLYN,,,,,,,,40.64045619,-73.92388528,POINT (-73.923885279211 40.640456189299)
51714160,2021 Sep 02 06:35:00 PM,2021 Sep 08 07:05:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11223,1702 DAHILL ROAD,DAHILL ROAD,QUENTIN RD,KINGS HWY,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 08 07:05:00 AM,11 BROOKLYN,BROOKLYN,"991,591","160,127",Unspecified,BROOKLYN,,,,,,,,40.60618492,-73.97356224,POINT (-73.973562238497 40.606184922207)
51716515,2021 Sep 02 06:31:00 PM,2021 Sep 08 03:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11368,37-77 101 STREET,101 STREET,37 AVE,DEAD END,,,ADDRESS,Corona,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 08 03:25:00 PM,03 QUEENS,QUEENS,"1,021,371","213,402",Unspecified,QUEENS,,,,,,,,40.75233781,-73.86601966,POINT (-73.866019660415 40.75233780937)
51716467,2021 Sep 02 06:15:00 PM,2021 Sep 06 04:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10305,222 DONGAN HILLS AVENUE,DONGAN HILLS AVENUE,VERA ST,HYLAN BLVD,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 06 04:30:00 PM,02 STATEN ISLAND,STATEN ISLAND,"957,901","152,486",Unspecified,STATEN ISLAND,,,,,,,,40.5851758,-74.09486304,POINT (-74.094863037705 40.585175796658)
51723262,2021 Sep 02 06:15:00 PM,2021 Sep 08 05:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11372,74-27 37 AVENUE,37 AVENUE,74 ST,75 ST,,,ADDRESS,Jackson Heights,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 08 05:00:00 PM,03 QUEENS,QUEENS,"1,014,329","212,178",Unspecified,QUEENS,,,,,,,,40.749005,-73.8914417,POINT (-73.89144170469 40.749005000038)
51718634,2021 Sep 02 06:11:00 PM,2021 Sep 09 10:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11373,94-65 44 AVENUE,44 AVENUE,94 ST,JUNCTION BLVD,,,ADDRESS,Elmhurst,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 09 10:30:00 AM,04 QUEENS,QUEENS,"1,020,561","210,592",Unspecified,QUEENS,,,,,,,,40.74462844,-73.86895835,POINT (-73.86895835053 40.744628438714)
51730019,2021 Sep 02 06:05:00 PM,2021 Sep 05 10:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11222,1091 LORIMER STREET,LORIMER STREET,CALYER ST,NOBLE ST,,,ADDRESS,BROOKLYN,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Sep 05 10:15:00 AM,01 BROOKLYN,BROOKLYN,"996,939","204,501",Unspecified,BROOKLYN,,,,,,,,40.72797559,-73.95421852,POINT (-73.954218517149 40.727975594105)
51714161,2021 Sep 02 05:51:00 PM,2021 Sep 06 04:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11369,86-20 ASTORIA BOULEVARD,ASTORIA BOULEVARD,86 ST,87 ST,,,ADDRESS,East Elmhurst,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021 Sep 06 04:40:00 PM,03 QUEENS,QUEENS,"1,016,763","217,733",Unspecified,QUEENS,,,,,,,,40.76424343,-73.88263029,POINT (-73.882630288468 40.764243430767)
51718726,2021 Sep 02 05:41:00 PM,2021 Sep 10 11:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11235,2571 EAST   19 STREET,EAST   19 STREET,AVENUE Y,AVENUE Z,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 10 11:45:00 AM,15 BROOKLYN,BROOKLYN,"997,951","153,915",Unspecified,BROOKLYN,,,,,,,,40.58912669,-73.95067004,POINT (-73.950670037197 40.58912668879)
51723099,2021 Sep 02 05:19:00 PM,2021 Sep 07 10:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11221,193 PALMETTO STREET,PALMETTO STREET,CENTRAL AVE,WILSON AVE,,,ADDRESS,BROOKLYN,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Sep 07 10:25:00 AM,04 BROOKLYN,BROOKLYN,"1,007,492","192,240",Unspecified,BROOKLYN,,,,,,,,40.69430065,-73.91618599,POINT (-73.916185994731 40.694300645324)
51716431,2021 Sep 02 05:13:00 PM,2021 Sep 08 02:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11377,50-04 64 STREET,64 STREET,50 AVE,51 AVE,,,ADDRESS,Woodside,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 08 02:05:00 PM,02 QUEENS,QUEENS,"1,011,447","207,731",Unspecified,QUEENS,,,,,,,,40.73680844,-73.90186112,POINT (-73.901861119769 40.73680843605)
51729609,2021 Sep 02 05:10:00 PM,2021 Sep 09 08:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11368,98-40 57 AVENUE,57 AVENUE,98 PL,99 ST,,,ADDRESS,Corona,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 09 08:25:00 AM,04 QUEENS,QUEENS,"1,022,759","208,205",Unspecified,QUEENS,,,,,,,,40.73806743,-73.86103973,POINT (-73.861039734396 40.738067427991)
51729710,2021 Sep 02 04:59:00 PM,2021 Sep 10 01:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11233,485 DECATUR STREET,DECATUR STREET,PATCHEN AVE,RALPH AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 10 01:10:00 PM,03 BROOKLYN,BROOKLYN,"1,005,319","187,951",Unspecified,BROOKLYN,,,,,,,,40.68253377,-73.92403555,POINT (-73.924035554898 40.682533769749)
51722964,2021 Sep 02 04:58:00 PM,2021 Sep 02 05:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11373,55-38 SEABURY STREET,SEABURY STREET,55 RD,56 AVE,,,ADDRESS,Elmhurst,,,Closed,,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2021 Sep 02 05:00:00 PM,04 QUEENS,QUEENS,"1,018,557","206,820",Unspecified,QUEENS,,,,,,,,40.73428325,-73.87620975,POINT (-73.876209751548 40.734283246747)
51725239,2021 Sep 02 04:47:00 PM,2021 Sep 09 12:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11373,79-12 51 AVENUE,51 AVENUE,GORSLINE ST,MANILLA ST,,,ADDRESS,Elmhurst,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 09 12:25:00 PM,04 QUEENS,QUEENS,"1,016,269","207,920",Unspecified,QUEENS,,,,,,,,40.73731105,-73.88446032,POINT (-73.884460316818 40.737311051424)
51727711,2021 Sep 02 04:43:00 PM,2021 Sep 06 05:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10306,133 GRIMSBY STREET,GRIMSBY STREET,HUNTER AVE,MAPLETON AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 06 05:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,"958,354","148,781",Unspecified,STATEN ISLAND,,,,,,,,40.57500764,-74.09321793,POINT (-74.093217930006 40.575007643889)
51720668,2021 Sep 02 04:40:00 PM,2021 Sep 05 07:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10306,226 COLONY AVENUE,COLONY AVENUE,MAPLETON AVE,HEMPSTEAD AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 05 07:30:00 PM,02 STATEN ISLAND,STATEN ISLAND,"958,833","148,146",Unspecified,STATEN ISLAND,,,,,,,,40.57326608,-74.09149129,POINT (-74.091491285719 40.57326608045)
51720703,2021 Sep 02 04:25:00 PM,2021 Sep 06 03:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11355,41-89 BOWNE STREET,BOWNE STREET,BEND,FRANKLIN AVE,,,ADDRESS,Flushing,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 06 03:45:00 PM,07 QUEENS,QUEENS,"1,033,444","215,287",Unspecified,QUEENS,,,,,,,,40.75745272,-73.82243105,POINT (-73.822431052787 40.757452718828)
51723100,2021 Sep 02 04:22:00 PM,2021 Sep 09 09:10:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11214,2362 86 STREET,86 STREET,BAY 35 ST,24 AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021 Sep 09 09:10:00 AM,11 BROOKLYN,BROOKLYN,"987,022","157,732",Unspecified,BROOKLYN,,,,,,,,40.59961374,-73.99001795,POINT (-73.990017945593 40.59961374153)
51720669,2021 Sep 02 04:18:00 PM,2021 Sep 13 10:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11236,749 EAST   93 STREET,EAST   93 STREET,AVENUE B,DITMAS AVE,,,ADDRESS,BROOKLYN,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Sep 13 10:45:00 AM,17 BROOKLYN,BROOKLYN,"1,008,395","176,079",Unspecified,BROOKLYN,,,,,,,,40.64993993,-73.91298754,POINT (-73.912987538382 40.649939928714)
51718588,2021 Sep 02 04:14:00 PM,2021 Sep 02 04:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11379,61-71 77 STREET,77 STREET,ELIOT AVE,62 AVE,,,ADDRESS,Middle Village,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021 Sep 02 04:15:00 PM,05 QUEENS,QUEENS,"1,017,113","202,443",Unspecified,QUEENS,,,,,,,,40.72227494,-73.88144152,POINT (-73.881441518678 40.722274943741)
51714235,2021 Sep 02 04:11:00 PM,2021 Sep 07 05:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10469,3711 LACONIA AVENUE,LACONIA AVENUE,E 216 ST,OAKLEY ST,,,ADDRESS,BRONX,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Sep 07 05:15:00 PM,12 BRONX,BRONX,"1,024,855","259,357",Unspecified,BRONX,,,,,,,,40.87845591,-73.8531669,POINT (-73.853166900053 40.87845590875)
51730020,2021 Sep 02 04:11:00 PM,2021 Sep 06 04:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11369,24-16 87 STREET,87 STREET,24 AVE,ASTORIA BLVD,,,ADDRESS,East Elmhurst,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021 Sep 06 04:30:00 PM,03 QUEENS,QUEENS,"1,016,846","217,957",Unspecified,QUEENS,,,,,,,,40.76485795,-73.88232958,POINT (-73.882329578257 40.764857946757)
51725240,2021 Sep 02 04:08:00 PM,2021 Sep 06 05:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11355,46-48 157 STREET,157 STREET,46 AVE,LABURNUM AVE,,,ADDRESS,Flushing,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 06 05:20:00 PM,07 QUEENS,QUEENS,"1,036,975","213,703",Unspecified,QUEENS,,,,,,,,40.7530847,-73.80969814,POINT (-73.809698138216 40.753084700912)
51723115,2021 Sep 02 04:03:00 PM,2021 Oct 04 09:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11364,50-05 211 STREET,211 STREET,50 AVE,53 AVE,,,ADDRESS,Oakland Gardens,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Oct 04 09:25:00 AM,11 QUEENS,QUEENS,"1,048,291","213,620",Unspecified,QUEENS,,,,,,,,40.75278217,-73.76885594,POINT (-73.768855936671 40.752782171147)
51720671,2021 Sep 02 04:00:00 PM,2021 Sep 08 04:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11368,100-23 39 AVENUE,39 AVENUE,99 ST,102 ST,,,ADDRESS,Corona,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 08 04:40:00 PM,03 QUEENS,QUEENS,"1,021,554","212,554",Unspecified,QUEENS,,,,,,,,40.7500095,-73.86536387,POINT (-73.865363866174 40.750009496333)
51725241,2021 Sep 02 04:00:00 PM,2021 Sep 07 04:55:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10471,5040 TIBBETT AVENUE,TIBBETT AVENUE,BEND,COLLEGE RD,,,ADDRESS,BRONX,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Sep 07 04:55:00 PM,08 BRONX,BRONX,"1,012,038","265,818",Unspecified,BRONX,,,,,,,,40.89623897,-73.89948802,POINT (-73.89948802438 40.896238972339)
51718635,2021 Sep 02 03:56:00 PM,2021 Sep 08 06:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11385,58-56 CATALPA AVENUE,CATALPA AVENUE,WOODWARD AVE,FOREST AVE,,,ADDRESS,Ridgewood,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 08 06:30:00 PM,05 QUEENS,QUEENS,"1,011,624","195,179",Unspecified,QUEENS,,,,,,,,40.70235569,-73.90127347,POINT (-73.90127347325 40.702355694005)
51723118,2021 Sep 02 03:56:00 PM,2021 Sep 06 05:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10306,141 HAVEN AVENUE,HAVEN AVENUE,ADAMS AVE,HUNTER AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 06 05:30:00 PM,02 STATEN ISLAND,STATEN ISLAND,"956,932","150,202",Unspecified,STATEN ISLAND,,,,,,,,40.57890374,-74.09834245,POINT (-74.098342447279 40.578903739397)
51729819,2021 Sep 02 03:56:00 PM,2021 Sep 06 08:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11366,180-32 UNION TURNPIKE,UNION TURNPIKE,181 ST,182 ST,,,ADDRESS,Fresh Meadows,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 06 08:50:00 AM,08 QUEENS,QUEENS,"1,043,217","204,289",Unspecified,QUEENS,,,,,,,,40.72720626,-73.78725131,POINT (-73.787251314936 40.727206263121)
51723116,2021 Sep 02 03:56:00 PM,2021 Sep 10 11:55:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11235,8 MARGARET COURT,MARGARET COURT,DEAD END,E 13 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 10 11:55:00 AM,15 BROOKLYN,BROOKLYN,"996,154","153,835",Unspecified,BROOKLYN,,,,,,,,40.5889097,-73.95714021,POINT (-73.957140211553 40.588909700298)
51714251,2021 Sep 02 03:55:00 PM,2021 Sep 03 11:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10314,110 DINSMORE STREET,DINSMORE STREET,VICTORY BLVD,DEAD END,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 03 11:40:00 AM,02 STATEN ISLAND,STATEN ISLAND,"937,099","159,266",Unspecified,STATEN ISLAND,,,,,,,,40.60369926,-74.16980265,POINT (-74.169802648737 40.603699256621)
51720706,2021 Sep 02 03:46:00 PM,2021 Sep 02 04:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11212,142 SUTTER AVENUE,SUTTER AVENUE,SARATOGA AVE,STRAUSS ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021 Sep 02 04:00:00 PM,16 BROOKLYN,BROOKLYN,"1,007,473","182,015",Unspecified,BROOKLYN,,,,,,,,40.6662354,-73.91628975,POINT (-73.916289748076 40.666235403207)
51718730,2021 Sep 02 03:43:00 PM,2021 Sep 02 03:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11377,66-12 48 AVENUE,48 AVENUE,66 ST,67 ST,,,ADDRESS,Woodside,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021 Sep 02 03:50:00 PM,02 QUEENS,QUEENS,"1,012,346","208,314",Unspecified,QUEENS,,,,,,,,40.73840582,-73.8986147,POINT (-73.898614695658 40.738405815513)
51716470,2021 Sep 02 03:40:00 PM,2021 Sep 07 07:00:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11236,711 BRISTOL STREET,BRISTOL STREET,LINDEN BLVD,DITMAS AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 07 07:00:00 AM,16 BROOKLYN,BROOKLYN,"1,009,643","177,339",Unspecified,BROOKLYN,,,,,,,,40.65339486,-73.90848532,POINT (-73.908485322034 40.653394862061)
51718591,2021 Sep 02 03:28:00 PM,2021 Sep 09 09:25:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11214,8663 21 AVENUE,21 AVENUE,86 ST,BENSON AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 09 09:25:00 AM,11 BROOKLYN,BROOKLYN,"985,014","158,645",Unspecified,BROOKLYN,,,,,,,,40.60212014,-73.99724871,POINT (-73.997248710014 40.602120141903)
51716473,2021 Sep 02 03:24:00 PM,2021 Sep 05 10:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11211,436 GRAHAM AVENUE,GRAHAM AVENUE,WITHERS ST,FROST ST,,,ADDRESS,BROOKLYN,,,Closed,,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021 Sep 05 10:40:00 AM,01 BROOKLYN,BROOKLYN,"999,514","200,854",Unspecified,BROOKLYN,,,,,,,,40.71796139,-73.94493628,POINT (-73.94493627777 40.717961394931)
51729612,2021 Sep 02 03:22:00 PM,2021 Sep 06 06:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10305,121 OCEANSIDE AVENUE,OCEANSIDE AVENUE,SAND LN,CRESTWATER CT,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 06 06:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,"965,431","154,655",Unspecified,STATEN ISLAND,,,,,,,,40.59114845,-74.06775919,POINT (-74.067759194225 40.591148451599)
51727510,2021 Sep 02 03:11:00 PM,2021 Sep 05 09:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10306,953 OLYMPIA BOULEVARD,OLYMPIA BOULEVARD,GRAHAM BLVD,HUNTER AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 05 09:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,"959,035","148,870",Unspecified,STATEN ISLAND,,,,,,,,40.57525389,-74.09076687,POINT (-74.090766865452 40.575253894291)
51718720,2021 Sep 02 03:11:00 PM,2021 Sep 03 01:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10007,187 BROADWAY,BROADWAY,CORTLANDT ST,JOHN ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 03 01:50:00 PM,01 MANHATTAN,MANHATTAN,"981,573","198,025",Unspecified,MANHATTAN,,,,,,,,40.71020923,-74.00965595,POINT (-74.009655950729 40.710209228234)
51714137,2021 Sep 02 03:03:00 PM,2021 Sep 07 07:20:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11212,154 SUTTER AVENUE,SUTTER AVENUE,SARATOGA AVE,STRAUSS ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021 Sep 07 07:20:00 AM,16 BROOKLYN,BROOKLYN,"1,007,597","182,039",Unspecified,BROOKLYN,,,,,,,,40.66630095,-73.91584269,POINT (-73.915842691493 40.666300951724)
